"","AS_3rd_LPS_7B4_IL10R_32_cont6_48h_6.normalized","AS_3rd_LPS_7B4_IL10R_38_cont2_48h_2.normalized","AS_3rd_LPS_7B4_IL10R_42_cont3_48h_3.normalized","AS_3rd_LPS_7B4_IL10R_46_cont4_48h_4.normalized","AS_3rd_LPS_7B4_IL10R_54_cont5_48h_5.normalized","AS_3rd_LPS_7B4_IL10R_10_mut3_48h_3.normalized","AS_3rd_LPS_7B4_IL10R_48_mut1_48h_1.normalized","AS_3rd_LPS_7B4_IL10R_8_mut2_48h_2.normalized"
"Copz1",127,122,129,116,94,101,96,108
"Copz2",10,4,12,7,11,8,9,2
"Coq10a",13,21,17,16,17,16,14,14
"Coq10b",14,13,18,13,17,20,23,32
"Coq2",74,83,111,67,68,51,70,75
"Coq3",13,5,9,10,6,11,3,6
"Coq4",24,20,32,24,23,14,19,25
"Coq5",36,31,35,31,33,48,67,48
"Coq6",26,26,39,23,27,30,31,22
"Coq7",42,43,35,35,31,19,44,25
"Coq8b",35,35,32,27,37,40,41,38
"Coq9",45,56,48,48,44,46,23,42
"Coro1a",1012,1336,1439,1173,1075,1349,705,1018
"Coro1b",420,498,615,508,425,350,476,335
"Coro1c",146,169,151,121,129,333,260,279
"Coro2a",63,41,60,56,71,78,49,34
"Coro6",3,6,5,11,9,6,2,2
"Coro7",88,139,109,109,82,134,144,152
"Cotl1",845,996,1303,884,930,504,331,460
"Cox10",32,32,32,23,24,43,74,57
"Cox11",21,22,17,27,20,29,36,17
"Cox14",111,160,115,151,100,80,80,91
"Cox16",25,48,41,37,24,55,50,47
"Cox17",56,57,37,63,61,49,62,59
"Cox18",21,27,23,17,21,21,39,30
"Cox19",27,40,31,45,17,34,37,34
"Cox20",74,69,57,54,81,60,52,83
"Cox4i1",916,882,725,915,981,1083,904,1097
"Cox5a",231,223,218,252,211,199,191,227
"Cox5b",300,292,250,296,270,319,259,351
"Cox6a1",827,752,816,916,875,636,404,624
"Cox6a2",104,66,93,80,126,89,29,55
"Cox6b1",403,325,304,304,379,333,313,402
"Cox6b2",3,3,5,10,8,1,2,1
"Cox6c",208,165,162,200,208,206,169,239
"Cox7a1",2,0,2,2,3,0,0,2
"Cox7a2",149,98,94,141,135,157,133,167
"Cox7a2l",91,110,89,127,98,97,77,73
"Cox7b",257,190,159,201,300,187,168,267
"Cox7c",152,143,147,142,151,157,139,171
"Cox8a",342,264,241,308,381,332,304,383
"Cox8b",0,0,0,1,0,0,0,0
"Cp",79,60,31,99,52,36,247,168
"Cpd",128,122,116,65,83,100,327,240
"Cpe",1,1,2,1,4,1,5,2
"Cpeb2",37,35,20,58,50,83,54,79
"Cpeb3",5,12,8,9,6,22,18,14
"Cpeb4",41,43,38,32,39,30,58,36
"Cped1",1,2,1,0,0,5,4,8
"Cplx1",0,0,1,1,0,3,5,0
"Cplx2",2,1,5,1,4,3,3,1
"Cpn1",2,1,2,3,1,2,1,1
"Cpne2",2,4,2,2,1,4,6,3
"Cpne3",37,38,20,54,35,24,17,24
"Cpne8",0,0,0,1,0,0,1,1
"Cpox",26,26,19,17,16,9,6,10
"Cpped1",37,35,29,30,38,40,39,46
"Cpq",7,17,14,13,13,8,7,11
"Cpsf1",82,77,107,82,83,101,144,115
"Cpsf2",6,2,5,7,13,5,2,4
"Cpsf3",179,118,155,134,187,170,138,163
"Cpsf4",91,95,95,77,50,86,78,80
"Cpsf6",77,75,53,73,87,67,112,86
"Cpsf7",34,34,55,62,51,52,51,52
"Cpt1a",38,41,39,34,25,35,54,34
"Cpt1c",1,2,5,4,1,2,1,1
"Cpt2",26,32,31,27,28,39,28,25
"Cptp",15,28,16,17,12,12,22,16
"Cpxm1",2,1,2,0,1,8,11,4
"Cr1l",154,112,108,121,124,149,158,180
"Cracr2a",8,4,8,7,10,26,11,14
"Cracr2b",66,75,84,83,43,28,15,10
"Cradd",19,23,23,40,13,29,17,14
"Cramp1l",50,43,56,38,35,52,49,32
"Crat",52,75,68,70,73,36,20,22
"Crbn",23,18,14,24,24,34,35,18
"Crcp",25,27,29,23,29,40,30,35
"Creb1",15,10,5,8,14,3,4,4
"Creb3",80,92,104,84,80,115,78,111
"Creb3l1",5,8,5,8,5,3,3,4
"Creb3l2",50,71,65,57,51,57,17,42
"Creb3l3",5,4,7,9,2,0,1,4
"Creb5",6,4,8,2,5,17,63,34
"Crebbp",27,34,17,32,27,24,31,26
"Crebl2",11,2,6,4,5,8,2,2
"Crebrf",17,13,5,27,29,23,3,6
"Crebzf",34,35,39,50,51,20,30,26
"Creg1",429,576,459,606,362,435,358,416
"Creg2",1,2,1,1,0,2,1,4
"Creld1",50,36,47,52,55,33,17,28
"Creld2",79,159,139,100,123,54,41,53
"Crem",4,8,5,3,6,2,4,4
"Crim1",3,8,1,2,1,2,3,2
"Crip1",26,32,17,19,14,64,19,24
"Crip2",2,2,1,0,0,0,1,1
"Cript",35,29,27,31,28,44,46,47
"Crispld2",3,0,0,3,1,20,4,29
"Crk",63,51,38,52,57,109,117,106
"Crkl",0,1,0,2,0,1,2,0
"Crlf2",266,287,294,355,245,340,358,456
"Crlf3",198,145,177,156,173,172,195,180
"Crls1",18,31,29,14,21,26,52,39
"Crnde",7,4,3,2,6,3,12,2
"Crnkl1",14,6,12,8,17,18,11,14
"Crocc",12,17,17,12,22,2,7,6
"Crot",30,31,23,37,50,43,37,27
"Crry-ps",2,4,1,3,4,2,4,1
"Crtam",2,1,2,1,0,22,67,10
"Crtap",19,35,65,17,22,22,38,27
"Crtc1",7,11,12,17,14,19,18,11
"Crtc2",82,85,92,65,87,72,114,116
"Crtc3",17,34,20,19,22,35,32,32
"Cry1",0,4,5,2,0,16,19,9
"Cry2",11,7,8,5,13,11,45,14
"Cryab",2,6,5,4,7,4,3,1
"Cryba4",220,220,224,243,343,53,15,22
"Crybb1",550,364,528,719,1151,135,27,74
"Crybg1",5,3,3,5,12,6,10,7
"Crybg3",18,20,25,17,27,19,17,10
"Crygn",1,2,1,2,0,3,2,1
"Cryl1",53,47,83,50,50,35,17,26
"Cryz",10,5,11,13,15,7,7,10
"Cryzl1",24,29,27,19,27,28,24,32
"Cs",85,84,97,80,97,111,118,118
"Csad",262,199,365,421,362,148,54,100
"Csde1",137,110,96,128,138,127,130,165
"Cse1l",63,51,48,62,72,70,64,71
"Csf1",69,69,108,77,109,68,44,71
"Csf1r",6850,6589,7205,8759,8061,6226,3596,5253
"Csf2ra",351,537,528,443,303,158,186,208
"Csf2rb",317,221,327,333,267,366,196,344
"Csf2rb2",246,196,293,244,193,248,125,196
"Csf3",0,0,0,0,1,7,19,8
"Csf3r",332,349,522,553,355,105,57,93
"Csgalnact2",18,9,11,10,17,12,22,18
"Csk",250,303,356,325,259,190,186,164
"Csmd3",31,17,14,41,28,24,18,14
"Csnk1a1",153,133,104,126,147,135,136,166
"Csnk1d",148,138,163,138,141,161,161,156
"Csnk1e",489,460,460,543,372,315,234,235
"Csnk1g1",38,42,28,41,38,57,76,58
"Csnk1g2",114,124,120,116,112,110,151,120
"Csnk1g3",16,8,11,4,13,14,14,17
"Csnk2a1",27,28,24,27,33,23,30,36
"Csnk2a2",72,89,65,77,51,73,135,120
"Csnk2b",110,122,165,137,113,145,130,141
"Cspg4",4,3,3,2,2,15,10,8
"Cspp1",41,30,29,31,37,28,31,30
"Csrnp1",38,20,50,30,23,73,57,43
"Csrnp2",5,2,1,1,3,2,2,2
"Csrp1",9,6,15,4,18,8,11,5
"Cst3",25057,22560,21490,28575,28122,40473,25320,34813
"Cst7",90,57,114,55,145,68,59,70
"Cstb",156,178,224,181,164,245,258,271
"Cstf1",13,13,20,10,6,4,4,7
"Cstf2",21,17,8,15,17,14,20,17
"Cstf2t",23,12,8,11,22,18,22,15
"Cstf3",26,29,31,17,31,18,27,24
"Ctage5",184,234,229,222,175,174,126,150
"Ctbp1",112,156,139,137,106,136,120,154
"Ctbp2",52,59,45,42,59,41,51,46
"Ctbs",47,50,50,59,50,25,7,12
"Ctc1",333,298,319,325,280,191,77,132
"Ctcf",53,52,64,55,61,60,52,58
"Ctdnep1",70,87,108,79,63,105,94,91
"Ctdp1",31,35,28,43,32,47,32,43
"Ctdsp1",55,46,44,43,64,39,46,64
"Ctdsp2",68,74,77,102,69,67,20,26
"Ctdspl",12,8,17,11,23,6,5,3
"Ctdspl2",27,13,15,18,33,19,27,19
"Ctif",9,17,11,14,14,12,5,7
"Ctla2a",2,3,2,0,0,5,2,6
"Ctnna1",31,39,44,42,35,35,35,28
"Ctnnal1",34,24,27,33,51,19,29,23
"Ctnnb1",219,199,253,211,235,199,210,194
"Ctnnbip1",45,72,49,53,38,85,38,55
"Ctnnbl1",28,40,42,33,30,49,63,59
"Ctnnd1",38,36,26,48,35,47,57,62
"Ctnnd2",0,1,0,2,0,1,1,1
"Ctns",69,76,106,82,59,62,57,35
"Ctps",13,25,18,10,13,22,39,38
"Ctps2",49,43,42,60,57,59,51,59
"Ctr9",36,46,30,42,41,35,38,45
"Ctrb1",0,0,0,0,0,0,0,0
"Ctrl",0,0,5,1,4,4,7,3
"Ctsa",1461,1295,1704,1727,1908,1283,780,890
"Ctsb",310,314,265,366,323,281,278,267
"Ctsc",1254,1334,1427,1164,1371,963,780,1041
"Ctsd",8958,9129,11957,11947,12894,7731,4236,4834
"Ctse",2,3,3,2,0,3,1,0
"Ctsf",217,242,252,317,295,134,75,92
"Ctsg",0,0,0,0,0,0,0,0
"Ctsh",2503,2480,2717,3440,3103,1205,864,918
"Ctsk",4,1,3,4,1,0,3,2
"Ctsl",4433,3720,4836,4547,5173,3950,3075,4797
"Ctso",11,11,11,13,14,10,6,10
"Ctss",10650,10492,12966,13221,12347,11749,7846,10418
"Ctsw",2,5,0,0,0,0,0,0
"Ctsz",3646,3050,3350,3152,4841,2338,2271,2718
"Cttnbp2nl",219,172,157,201,250,159,146,190
"Ctu1",11,11,18,10,13,13,18,17
"Ctu2",58,54,63,42,39,70,106,91
"Cuedc2",188,199,228,245,199,208,153,196
"Cul1",93,82,76,66,111,73,86,96
"Cul2",14,13,11,20,16,14,22,13
"Cul3",74,43,32,57,49,69,54,51
"Cul4a",47,39,49,41,38,49,49,51
"Cul4b",18,7,8,10,15,16,21,14
"Cul5",39,42,22,39,28,36,57,47
"Cul7",20,23,22,25,17,12,19,14
"Cul9",58,60,49,67,34,49,52,51
"Cuta",272,247,287,320,299,183,99,165
"Cutc",11,5,8,13,8,10,13,14
"Cux1",214,168,220,226,271,198,91,128
"Cux2",1,1,0,2,2,4,1,1
"Cwc15",127,113,129,121,134,200,186,200
"Cwc22",11,13,17,14,13,23,26,13
"Cwc25",18,17,14,12,7,12,17,22
"Cwc27",19,19,17,13,17,51,61,43
"Cwf19l1",5,6,7,6,4,3,7,6
"Cwf19l2",22,15,16,9,21,15,18,18
"Cx3cl1",0,0,0,1,3,3,5,1
"Cx3cr1",3248,3048,2159,2595,3290,972,1171,1302
"Cxcl1",0,1,1,0,1,2,6,10
"Cxcl10",365,103,626,63,555,306,3988,1221
"Cxcl11",2,0,3,1,2,0,4,2
"Cxcl13",33,34,54,12,58,48,23,88
"Cxcl16",466,627,608,392,429,337,1005,633
"Cxcl2",14,12,6,2,4,45,336,164
"Cxcl3",0,0,0,0,0,7,1,2
"Cxcl9",0,0,1,0,2,2,0,4
"Cxcr2",4,1,0,2,0,0,0,1
"Cxcr4",2,1,2,2,2,3,1,2
"Cxx1b",11,16,14,14,11,16,7,10
"Cxxc1",72,74,95,90,83,84,97,77
"Cxxc5",280,284,284,298,252,166,64,77
"Cyb561d1",30,31,37,31,27,36,65,47
"Cyb561d2",45,69,83,80,60,56,38,72
"Cyb5a",89,77,83,89,105,68,39,75
"Cyb5b",51,61,52,43,50,40,91,67
"Cyb5d2",11,16,11,17,10,4,7,3
"Cyb5r1",50,69,51,27,30,30,29,24
"Cyb5r3",69,95,83,75,76,85,91,103
"Cyb5r4",33,35,27,35,28,25,52,26
"Cyb5rl",14,14,14,18,14,9,7,13
"Cyba",1944,2086,2014,2262,1848,1640,1129,1636
"Cybb",149,233,191,196,122,85,503,253
"Cyc1",194,236,226,176,193,221,246,282
"Cycs",6,1,9,2,0,8,1,18
"Cyfip1",280,271,245,277,312,257,313,326
"Cyfip2",2,4,0,1,5,3,3,0
"Cyhr1",60,56,69,77,71,53,32,32
"Cyld",38,45,42,53,45,33,46,39
"Cyp20a1",39,57,41,26,39,32,38,55
"Cyp27a1",64,64,58,75,78,45,26,19
"Cyp2r1",20,25,19,22,16,13,17,22
"Cyp46a1",9,8,9,16,14,12,9,7
"Cyp4f13",169,147,126,176,138,112,57,87
"Cyp4f16",53,64,56,77,38,40,14,44
"Cyp4f18",137,210,187,197,90,54,15,26
"Cyp4v3",30,22,17,45,34,23,14,17
"Cyp51",4,6,8,7,9,2,7,3
"Cyr61",2,16,5,8,0,8,9,10
"Cysltr1",31,28,8,43,52,11,7,7
"Cystm1",0,2,2,0,1,11,7,9
"Cyth1",41,45,51,47,44,63,81,45
"Cyth2",67,65,63,54,72,103,80,83
"Cyth3",40,46,44,55,39,52,58,33
"Cyth4",1252,1203,1360,1208,1181,1069,1288,1012
"D030028A08Rik",29,37,26,37,38,19,26,31
"D030056L22Rik",15,10,13,8,9,5,13,8
"D10Jhu81e",56,61,59,51,50,40,30,48
"D11Wsu47e",29,32,32,22,23,10,13,17
"D130007C19Rik",2,0,2,1,2,2,2,2
"D130017N08Rik",1,0,1,1,0,0,1,0
"D130019J16Rik",0,1,0,2,0,1,1,0
"D130020L05Rik",1,2,3,4,4,2,5,2
"D130040H23Rik",11,6,5,4,10,4,18,12
"D16Ertd472e",7,8,14,7,6,18,30,24
"D17H6S53E",14,10,7,13,16,18,25,33
"D17Wsu92e",59,65,56,65,55,69,70,80
"D1Ertd622e",53,29,29,42,51,53,30,45
"D230017M19Rik",1,2,4,5,2,0,1,0
"D230022J07Rik",1,0,2,0,1,1,0,0
"D230025D16Rik",49,60,62,61,40,67,89,75
"D2Bwg1423e",5,3,3,4,1,0,5,3
"D2hgdh",25,16,20,24,15,17,4,10
"D330023K18Rik",14,9,9,17,18,10,10,14
"D330041H03Rik",5,2,2,6,7,5,3,2
"D330045A20Rik",5,2,2,1,2,3,11,5
"D3Ertd254e",14,9,2,7,11,10,9,9
"D3Ertd751e",11,5,5,12,13,4,3,6
"D430013B06Rik",0,2,1,1,1,0,1,1
"D430040D24Rik",7,10,9,7,5,7,52,14
"D430042O09Rik",15,19,25,17,9,18,15,16
"D530018E20Rik",15,14,17,16,17,19,19,18
"D5Ertd579e",15,34,29,26,17,19,25,18
"D5Ertd605e",9,4,13,4,6,3,1,3
"D630030B08Rik",1,6,5,3,3,2,2,3
"D630045J12Rik",0,1,1,0,1,0,4,2
"D6Wsu163e",24,22,32,23,27,18,21,16
"D730003I15Rik",5,8,14,17,12,7,4,5
"D7Bwg0826e",0,0,1,0,0,1,6,0
"D7Ertd128e",7,3,1,3,7,7,4,4
"D7Ertd443e",0,0,0,0,0,0,0,0
"D830025C05Rik",32,24,35,25,22,23,30,24
"D830044I16Rik",10,6,9,14,12,6,7,6
"D830050J10Rik",30,28,20,32,16,26,25,26
"D8Ertd738e",159,195,186,233,169,246,185,207
"D930016D06Rik",39,29,23,17,47,39,50,45
"D930028M14Rik",3,4,1,2,5,0,1,0
"D930030I03Rik",1,3,1,2,0,4,5,6
"Daam1",11,17,14,10,10,13,17,6
"Dab2",56,92,53,77,50,194,230,295
"Dact1",1,0,1,1,0,0,0,0
"Dact3",2,6,4,3,0,1,2,1
"Dad1",217,217,279,217,249,252,201,285
"Dag1",70,89,85,101,83,63,60,66
"Dagla",87,135,122,103,98,43,26,32
"Daglb",24,20,11,17,30,12,9,17
"Dalrd3",140,175,192,169,156,75,57,59
"Dancr",11,18,7,7,6,18,40,30
"Dand5",6,7,9,7,8,2,4,4
"Dap",56,71,82,64,58,42,28,30
"Dap3",78,80,74,83,75,81,91,92
"Dapk1",14,24,22,22,17,5,4,4
"Dapk3",36,41,28,33,42,93,62,61
"Dapp1",121,116,115,117,129,76,45,54
"Dars",52,54,56,50,56,55,43,73
"Dars2",6,8,5,5,12,4,6,4
"Daxx",40,59,65,35,48,34,64,49
"Dazap1",93,131,106,91,100,136,135,120
"Dazap2",214,170,224,213,207,249,289,254
"Dbf4",9,9,11,7,26,10,13,14
"Dbi",140,124,126,141,138,103,65,91
"Dbn1",0,0,1,0,0,6,1,6
"Dbndd2",0,1,2,2,6,1,2,2
"Dbnl",193,207,206,201,214,183,127,172
"Dbp",11,10,10,5,28,10,5,8
"Dbr1",15,13,22,14,20,22,33,25
"Dbt",24,18,9,15,18,24,33,38
"Dcaf10",12,11,10,14,10,22,22,13
"Dcaf11",76,44,59,67,54,46,54,48
"Dcaf12",25,34,24,24,17,19,9,16
"Dcaf13",64,54,44,43,55,73,104,91
"Dcaf15",67,60,82,74,101,102,112,107
"Dcaf17",15,14,11,14,9,16,18,17
"Dcaf4",15,17,30,28,28,39,33,28
"Dcaf5",16,23,23,17,16,22,16,18
"Dcaf6",7,6,5,7,5,5,4,4
"Dcaf7",37,42,45,54,51,26,45,50
"Dcaf8",93,91,87,112,64,78,76,64
"Dcakd",109,125,159,142,153,105,73,60
"Dcbld2",8,9,8,7,8,3,25,8
"Dcdc2b",4,9,5,7,2,4,2,5
"Dck",22,20,45,27,49,9,14,13
"Dclk2",0,2,2,2,0,0,4,1
"Dclre1a",18,20,25,27,13,18,24,16
"Dclre1b",32,29,28,31,34,35,22,22
"Dclre1c",50,40,35,46,52,28,44,40
"Dcp1a",19,28,25,26,17,28,46,34
"Dcp1b",24,32,38,25,41,29,26,32
"Dcp2",50,48,50,50,65,40,58,47
"Dcps",18,20,22,22,26,23,12,21
"Dctd",6,8,8,3,6,5,9,17
"Dctn1",25,24,16,15,21,15,11,13
"Dctn2",118,158,139,156,142,168,157,142
"Dctn3",121,114,107,123,111,167,159,180
"Dctn4",35,24,23,22,35,30,29,28
"Dctn5",182,195,167,201,195,155,143,121
"Dctn6",67,60,74,66,57,76,88,59
"Dctpp1",117,84,132,139,160,108,57,83
"Dcun1d1",32,35,20,28,25,21,26,21
"Dcun1d2",26,39,32,31,31,16,13,34
"Dcun1d3",8,6,5,7,6,6,7,14
"Dcun1d4",10,2,4,7,8,3,5,7
"Dcun1d5",105,116,97,102,91,86,96,96
"Dcxr",215,211,156,250,185,169,101,128
"Dda1",70,91,93,69,98,97,114,120
"Ddah2",39,23,45,44,54,39,11,19
"Ddb1",173,192,190,146,199,198,207,206
"Ddb2",23,16,26,29,25,12,4,10
"Ddhd1",16,14,15,18,12,11,21,19
"Ddhd2",76,67,34,65,57,61,56,55
"Ddi2",79,69,92,86,71,123,99,95
"Ddias",0,0,0,2,6,3,4,2
"Ddit3",92,62,49,61,68,71,54,51
"Ddit4",130,292,95,498,33,1175,374,683
"Ddost",249,299,407,306,283,200,130,168
"Ddrgk1",252,329,318,323,320,191,167,202
"Ddt",43,50,59,48,39,46,26,33
"Ddx1",7,4,1,5,1,4,6,5
"Ddx10",6,3,7,8,4,10,9,8
"Ddx11",10,7,11,11,15,3,5,5
"Ddx17",223,205,278,278,215,153,143,121
"Ddx18",36,31,19,17,33,37,41,59
"Ddx19a",21,24,20,17,31,41,41,35
"Ddx19b",9,5,12,6,6,11,24,10
"Ddx20",18,28,26,21,29,24,44,30
"Ddx21",50,50,34,28,42,59,93,104
"Ddx23",17,13,6,12,10,8,17,15
"Ddx24",167,145,182,168,195,187,246,189
"Ddx27",53,51,56,37,41,78,89,90
"Ddx28",28,22,28,35,19,37,61,44
"Ddx31",53,54,60,43,49,40,62,73
"Ddx39",99,117,117,82,108,134,145,167
"Ddx39b",282,309,433,283,265,424,460,447
"Ddx3x",119,82,56,81,124,126,135,178
"Ddx41",40,47,35,51,27,45,26,46
"Ddx42",49,46,50,47,39,44,71,59
"Ddx43",13,6,5,11,17,11,7,14
"Ddx46",19,19,23,18,16,13,10,19
"Ddx47",87,81,82,71,71,90,124,115
"Ddx49",63,68,59,49,39,106,97,103
"Ddx5",1020,860,864,907,914,664,805,728
"Ddx50",85,79,80,84,84,110,153,131
"Ddx51",4,2,2,3,3,2,12,4
"Ddx52",16,17,24,23,23,34,34,34
"Ddx54",76,106,97,68,72,158,231,175
"Ddx55",30,31,26,18,27,34,38,36
"Ddx56",43,50,39,28,33,64,86,80
"Ddx58",78,47,65,62,82,39,59,45
"Ddx59",14,8,19,11,9,8,4,7
"Ddx6",78,65,80,75,90,67,94,78
"Ddx60",31,16,16,28,50,23,26,21
"Deaf1",24,23,27,25,35,32,21,36
"Decr1",2,4,5,7,6,3,2,2
"Decr2",8,10,24,8,11,2,4,5
"Dedd",41,31,62,39,56,30,32,28
"Dedd2",18,18,8,19,16,33,15,10
"Def6",37,43,47,47,39,122,116,92
"Def8",14,13,14,14,15,17,21,18
"Defa21",5,0,0,0,0,0,0,0
"Defa22",5,0,0,0,0,0,0,0
"Degs1",92,118,93,100,88,180,233,220
"Dek",237,145,83,144,238,135,226,241
"Dennd1a",14,39,30,23,23,10,14,9
"Dennd1b",26,13,12,22,33,43,39,27
"Dennd1c",125,138,148,155,107,98,45,63
"Dennd2a",14,20,20,19,12,10,15,15
"Dennd2c",8,11,7,12,11,6,5,3
"Dennd2d",2,1,5,2,4,4,14,6
"Dennd3",1,0,1,0,1,0,0,1
"Dennd4a",195,232,242,303,217,286,353,295
"Dennd4b",72,127,174,120,80,66,69,92
"Dennd4c",3,2,1,4,4,5,4,4
"Dennd5a",120,136,146,126,84,111,71,67
"Dennd6a",6,6,5,6,7,8,17,4
"Dennd6b",4,4,2,7,3,6,5,2
"Denr",63,46,29,33,63,50,61,55
"Depdc5",11,18,13,21,12,8,7,6
"Depdc7",11,11,12,17,11,7,2,3
"Deptor",6,2,1,5,7,11,6,10
"Dera",27,35,21,22,23,31,14,32
"Derl1",104,125,143,126,108,88,76,87
"Derl2",165,216,188,162,210,140,140,145
"Derl3",5,6,19,13,11,2,0,1
"Desi1",27,23,23,26,22,28,24,19
"Desi2",13,9,8,11,6,4,6,10
"Det1",7,10,14,14,7,11,4,3
"Dexi",34,48,35,39,29,29,23,22
"Dffa",30,20,26,20,27,29,27,27
"Dffb",14,9,14,7,6,9,20,9
"Dfna5",2,2,4,6,3,8,4,4
"Dgat1",59,51,47,52,49,28,29,26
"Dgat2",5,5,3,3,3,13,3,6
"Dgcr14",18,9,13,7,13,8,12,7
"Dgcr2",72,110,90,97,55,63,70,62
"Dgcr6",13,15,23,18,12,14,9,6
"Dgcr8",25,19,17,14,15,30,33,27
"Dgka",21,23,17,36,9,33,9,13
"Dgkd",92,113,99,82,93,93,118,78
"Dgke",7,2,5,7,4,7,11,8
"Dgkh",1,0,1,0,0,0,5,2
"Dgkq",25,32,24,17,21,24,21,29
"Dgkz",172,351,379,255,165,189,213,132
"Dguok",51,50,80,65,39,29,12,34
"Dhcr24",2,3,5,1,2,0,1,0
"Dhcr7",20,35,39,28,32,22,21,14
"Dhdds",25,39,40,45,24,42,28,45
"Dhdh",14,11,12,11,10,3,18,16
"Dhodh",21,25,28,21,23,15,19,30
"Dhps",92,71,66,73,77,66,151,116
"Dhrs1",79,59,83,81,88,28,17,23
"Dhrs11",17,13,11,13,10,7,6,4
"Dhrs13",4,2,1,2,5,4,3,5
"Dhrs3",214,239,256,265,212,88,64,51
"Dhrs4",39,34,37,37,30,43,70,65
"Dhrs7",108,124,104,108,89,90,60,71
"Dhrs7b",126,144,177,156,142,96,93,85
"Dhtkd1",0,1,1,0,2,2,3,3
"Dhx15",157,127,92,116,157,185,209,221
"Dhx16",27,52,60,46,40,43,53,31
"Dhx29",25,31,23,15,28,11,35,31
"Dhx30",72,98,81,63,105,99,118,116
"Dhx32",20,28,23,27,23,25,26,26
"Dhx33",55,65,60,47,50,43,65,59
"Dhx34",43,49,47,66,48,45,59,32
"Dhx35",11,12,20,15,9,9,19,8
"Dhx36",9,8,5,13,17,9,23,13
"Dhx37",2,2,2,1,4,1,1,1
"Dhx38",50,61,63,51,53,84,68,78
"Dhx40",8,8,2,6,6,16,23,4
"Dhx57",22,24,39,31,42,21,31,26
"Dhx58",71,65,99,92,105,73,107,71
"Dhx8",24,20,41,27,27,25,27,21
"Dhx9",111,111,117,141,103,101,99,133
"Diablo",63,74,76,54,59,80,84,74
"Diaph1",44,98,76,88,50,112,64,95
"Diaph2",141,110,83,93,123,94,114,132
"Diaph3",0,0,2,6,2,3,1,0
"Dicer1",45,52,48,50,52,68,86,59
"Dido1",38,48,60,52,56,39,57,41
"Diexf",7,11,11,7,7,8,8,10
"Dimt1",7,9,9,7,6,8,13,18
"Dip2a",12,10,13,9,6,5,6,5
"Dip2b",49,48,71,47,55,32,26,22
"Dip2c",6,12,5,7,5,14,12,6
"Dirc2",39,24,50,50,50,59,14,20
"Dis3",20,13,12,3,17,28,39,22
"Dis3l",21,13,18,16,32,9,26,21
"Dis3l2",14,14,8,8,13,14,10,12
"Disc1",9,9,14,13,14,9,13,6
"Disp1",10,26,20,17,15,12,22,14
"Dkc1",29,28,23,24,28,40,36,53
"Dlat",4,14,5,7,12,9,12,10
"Dlc1",2,1,3,2,4,1,3,1
"Dld",74,61,64,70,87,106,153,136
"Dleu2",108,110,67,162,155,77,59,83
"Dlg1",34,33,31,31,31,37,30,30
"Dlg2",2,1,0,1,0,2,4,2
"Dlg3",43,47,36,38,20,25,33,36
"Dlg4",11,28,25,27,15,9,2,9
"Dlg5",2,2,2,5,6,2,2,3
"Dlgap4",245,262,229,221,234,319,361,398
"Dlgap5",5,2,4,2,13,1,4,1
"Dll4",1,1,0,2,0,6,8,4
"Dlst",173,183,225,181,154,244,250,234
"Dmap1",47,51,37,33,48,57,61,40
"Dmtf1",75,66,50,76,92,43,47,69
"Dmwd",1,2,1,1,2,6,6,6
"Dmxl1",21,20,12,24,39,33,20,17
"Dmxl2",19,18,17,8,13,19,35,31
"Dna2",133,127,132,128,115,136,91,90
"Dnaaf2",4,1,3,2,5,5,7,8
"Dnaaf3",11,10,17,15,11,4,4,4
"Dnaaf5",8,10,11,6,7,3,9,8
"Dnah2",2,2,1,2,3,7,6,6
"Dnaja1",85,63,78,56,63,67,65,99
"Dnaja2",24,19,21,22,24,28,49,40
"Dnaja3",24,22,33,18,20,24,27,43
"Dnaja4",8,14,12,10,9,13,7,9
"Dnajb1",63,43,50,31,49,22,28,43
"Dnajb11",162,262,260,183,191,95,117,119
"Dnajb12",55,48,49,47,49,47,54,48
"Dnajb14",71,64,58,74,70,41,41,22
"Dnajb2",7,20,20,12,8,9,17,13
"Dnajb4",16,8,8,15,11,16,19,15
"Dnajb5",27,30,26,21,16,22,15,18
"Dnajb6",27,31,23,36,35,22,22,14
"Dnajb9",117,210,104,136,121,89,48,66
"Dnajc1",74,110,55,89,61,59,50,71
"Dnajc10",33,43,43,33,39,34,35,34
"Dnajc11",47,59,40,34,36,38,27,65
"Dnajc12",4,6,10,6,4,8,12,13
"Dnajc13",119,85,97,106,106,86,78,75
"Dnajc14",6,10,13,6,14,17,25,22
"Dnajc15",39,39,44,38,36,32,27,31
"Dnajc16",42,44,48,32,38,39,36,44
"Dnajc17",22,29,22,22,22,26,19,25
"Dnajc18",25,23,18,16,15,13,21,16
"Dnajc19",48,41,31,35,34,70,42,69
"Dnajc19-ps",5,14,5,0,14,6,10,1
"Dnajc2",76,65,69,61,77,94,97,119
"Dnajc21",24,35,18,22,20,14,34,35
"Dnajc24",22,42,30,23,29,28,25,33
"Dnajc25",62,65,65,60,46,47,43,52
"Dnajc27",5,3,10,8,6,6,12,11
"Dnajc28",8,5,5,9,10,10,2,2
"Dnajc3",60,107,92,84,71,47,25,32
"Dnajc30",38,32,39,46,24,25,19,27
"Dnajc4",95,72,59,79,77,107,98,77
