"","Mutant_1","Mutant_2","Mutant_3","Control_1","Control_2","Control_3","Control_4","Control_5","Control_6"
"Amdhd2",48,57,49,140,186,128,135,117,185
"Ssh3",60,157,36,18,50,41,53,41,35
"Atg9a",121,241,126,122,220,153,165,142,136
"Spag4",0,2,5,1,0,0,0,0,1
"Ift52",44,53,37,37,78,65,49,59,81
"Pcmtd2",25,45,46,32,62,15,30,44,62
"Map7d1",481,761,379,305,369,405,508,365,426
"Wasf3",1,0,0,0,0,0,0,0,0
"Garin1a",0,2,0,0,0,0,0,0,0
"Ankrd27",42,44,50,23,44,70,75,40,58
"Ccdc15",1,3,2,2,3,1,4,4,3
"Vps54",84,76,50,79,100,74,74,92,102
"Rbm47",109,162,166,92,155,135,120,96,165
"Chodl",0,0,0,0,0,0,0,0,0
"Slc36a2",1,1,0,9,13,7,4,18,19
"Defb9",0,0,0,0,0,0,0,0,0
"Defb7",0,0,0,0,0,0,0,0,0
"Defb11",0,0,0,0,0,0,0,0,0
"Defb15",0,0,0,0,0,0,0,0,0
"Defb13",0,0,0,0,0,0,0,0,0
"Defb35",0,0,0,0,0,0,0,0,0
"Defb10",0,0,0,0,0,0,0,0,0
"Onecut3",0,0,0,0,0,0,0,0,0
"Rttn",28,36,20,22,16,19,5,21,29
"Atxn7",84,177,99,33,51,91,81,84,61
"Rhbdl3",0,0,0,0,2,0,0,0,0
"Kcne2",0,0,0,0,1,2,0,0,0
"Vasn",0,0,1,4,0,3,0,0,0
"L1Md-Gf21",0,0,0,0,0,0,0,0,0
"Myo1g",156,245,191,148,236,206,217,157,216
"Fktn",66,98,46,62,25,30,36,49,40
"Otoa",0,5,0,0,0,0,5,0,0
"Zfp277",65,78,38,43,81,45,74,65,69
"Mllt6",348,1155,139,89,176,139,194,178,191
"Mpst",11,25,3,21,17,19,10,13,30
"Vwa1",0,6,0,0,0,0,3,0,2
"Bivm",17,18,2,12,8,6,15,19,1
"Fcgr4",1013,1047,574,622,1103,1024,760,606,1133
"Ovca2",23,39,36,8,10,27,15,16,22
"Csad",206,168,255,662,1096,822,423,587,996
"Cd207",0,0,0,0,0,0,0,0,0
"Klhl8",11,2,6,10,5,8,18,2,19
"Prokr2",0,0,0,0,0,0,0,0,0
"Lgi2",0,0,0,0,4,0,0,0,0
"Neto1",0,1,0,0,0,0,0,0,0
"Prok1",0,0,0,0,0,0,0,0,0
"Hps5",78,74,51,76,130,127,109,93,157
"Slc25a28",262,636,331,182,224,254,185,258,205
"Defb19",0,0,0,0,0,0,0,0,0
"Naxe",105,169,98,195,203,156,111,201,195
"Emilin2",44,90,63,21,60,28,27,14,56
"Rgs13",0,0,0,0,0,0,0,0,0
"Rhobtb2",43,67,63,83,132,85,134,89,93
"Oas3",11,15,7,32,7,31,0,13,20
"Oas2",81,43,60,268,142,211,75,130,181
"Oas1h",0,0,0,0,0,0,0,0,0
"Oas1a",29,21,23,54,25,26,13,47,36
"AY074887",3,7,4,4,1,0,2,0,5
"Dnajc28",4,6,17,19,23,12,13,18,20
"Cd300lf",2147,2057,1791,287,594,448,331,394,554
"Adig",0,2,0,0,0,2,1,0,0
"Il27",10,7,5,2,2,2,7,4,2
"Atpaf2",87,103,77,65,95,79,62,48,68
"Slc5a2",1,0,1,1,0,0,0,0,1
"Trpv3",0,0,0,0,0,0,0,0,0
"Obox3",0,0,0,0,0,0,0,0,0
"Obox2",0,0,0,0,0,0,0,0,0
"Obox5",0,0,0,0,0,0,0,0,0
"Obox6",0,0,0,0,0,0,0,0,0
"Ackr4",0,0,0,0,0,0,0,0,0
"Tox",0,0,0,0,0,0,0,1,0
"Dusp15",0,0,0,0,0,0,0,0,0
"Adam34",0,0,0,0,0,0,0,0,0
"Odf4",0,0,0,0,0,0,0,0,0
"Usp7",206,357,189,155,229,261,281,235,263
"Mios",67,143,32,36,48,44,31,62,31
"Gin1",37,51,14,29,24,21,21,36,23
"Ap1s3",0,0,0,5,0,1,3,0,0
"Vmn1r69",0,0,0,0,0,0,0,0,0
"Vmn1r72",0,0,0,0,0,0,0,0,0
"Vmn1r189",0,0,0,0,0,0,0,0,0
"Vmn1r192",0,0,0,0,0,0,0,0,0
"Vmn1r85",0,0,0,0,0,0,0,0,0
"Vmn1r71",0,0,0,0,0,0,0,0,0
"Vmn1r188",0,0,0,0,0,0,0,0,0
"Cables2",55,117,38,43,61,88,77,51,67
"Ropn1l",0,2,2,15,23,12,16,3,20
"Tpcn1",58,129,107,252,319,189,212,184,319
"Grhl2",0,0,0,0,0,0,0,0,0
"Tspear",0,1,0,0,0,0,0,2,5
"Il17f",1,2,0,0,0,2,0,0,0
"Nod2",31,79,14,22,18,17,26,13,25
"Acsf3",20,58,44,32,22,41,34,57,53
"Sdsl",0,2,0,0,1,0,0,0,0
"Or4k42",0,0,0,0,0,0,0,0,0
"Or6c204",0,0,0,0,0,0,0,0,0
"Or4x15",0,0,0,0,0,0,0,0,0
"Or6c203",0,0,0,0,0,0,0,0,0
"Or6c2b",0,0,0,0,0,0,0,0,0
"Or7a39",0,0,0,0,0,0,0,0,0
"Or2y7",0,0,0,0,0,0,2,0,1
"Or7g20",0,0,0,0,0,0,0,0,0
"Or10ag54",0,0,0,0,0,0,0,0,0
"Or8k28",0,0,0,0,0,0,0,0,0
"Or5ac23",0,0,0,0,0,0,0,0,0
"Or2bd2",0,0,0,0,0,0,0,0,0
"Or1i2",0,0,0,0,0,0,0,0,0
"Or11g2",0,0,0,0,0,0,0,0,0
"Or8b38",0,0,0,0,0,0,0,0,0
"Or2w25",0,0,0,0,0,0,0,0,0
"Or4a67",0,0,0,0,0,0,0,0,0
"Or2y1c",0,0,0,0,0,0,0,0,0
"Or2h15",0,0,0,0,0,0,0,0,0
"Or9s13",0,0,0,0,0,0,0,0,0
"Or10ab4",0,0,0,0,0,0,0,0,0
"Or2ab1",0,0,0,0,0,0,0,0,0
"Or7d11",0,0,0,0,0,0,0,0,0
"Or5g23",0,0,0,0,0,0,0,0,0
"Or5m12",0,0,0,0,0,0,0,0,0
"Or2ag20",0,0,0,0,0,0,0,0,0
"Or14a256",0,0,0,0,0,0,0,0,0
"Or14a257",0,0,0,0,0,0,0,0,0
"Or14c40",0,0,0,0,0,0,0,0,0
"Or14j4",0,0,0,0,0,0,0,0,0
"Or4q3",0,0,0,0,0,0,0,0,0
"Or52e8",0,0,0,0,0,0,0,0,0
"Or8g30",0,0,0,0,0,0,0,0,0
"Or5t18",0,0,0,0,0,0,0,0,0
"Or56b2j",0,0,0,0,0,0,0,0,0
"Or9g20",0,0,0,0,0,0,0,0,0
"Or5m8",0,0,0,0,0,0,0,0,0
"Or2t44",0,0,0,0,0,0,0,0,0
"Or5p5",0,0,0,0,0,0,0,0,0
"Or4c15b",0,0,0,0,0,0,0,0,0
"Or8g29",0,0,0,0,0,0,0,0,0
"Or55b4",0,0,0,0,0,0,0,0,0
"Or14c43",0,0,0,0,0,0,0,0,0
"Or2w3b",0,0,0,0,0,0,0,0,0
"Or2av9",0,0,0,0,0,0,0,0,0
"Or8k39",0,0,0,0,0,0,0,0,0
"Or4k41",0,0,0,0,0,0,0,0,0
"Or5m11",0,0,0,0,0,0,0,0,0
"Or10q3",0,0,0,0,0,0,0,0,0
"Or12j2",0,0,0,0,0,0,0,0,0
"Or5al1",0,0,0,0,0,0,0,0,0
"Or8s16",0,0,0,0,0,0,0,0,0
"Or55b3",0,0,0,0,0,0,0,0,0
"Or5al5",0,0,0,0,0,0,0,0,0
"Or5ak4",0,0,0,0,0,0,0,0,0
"Or4f14b",0,0,0,0,0,0,0,0,0
"Or14c44",0,0,0,0,0,0,0,0,0
"Or8g18",0,0,0,0,0,0,0,0,0
"Or2b11",0,0,0,0,0,0,0,0,0
"Or7e166",0,0,0,0,0,0,0,0,0
"Or2y12",0,0,0,0,0,0,0,0,0
"Or5h25",0,0,0,0,0,0,0,0,0
"Or8k21",0,0,0,0,0,0,0,0,0
"Or52ab7",0,0,0,0,0,0,0,0,0
"Or11n2",0,0,0,0,0,0,0,0,0
"Or4k37",0,0,0,0,0,0,0,0,0
"Or4f52",0,0,0,0,0,0,0,0,0
"Or4a76",0,0,0,0,0,0,0,0,0
"Or6c6",0,0,0,0,0,0,0,0,0
"Or8b37",0,0,0,0,0,0,0,0,0
"Or10g3b",0,0,0,0,0,0,0,0,0
"Or2f1",0,0,0,0,0,0,0,0,0
"Or6d12",0,0,0,0,0,0,0,0,0
"Or6d13",0,0,0,0,0,0,0,0,0
"Or4f62",0,0,0,0,0,0,0,0,0
"Or4f14",0,0,0,0,0,0,0,0,0
"Or4c15",0,0,0,0,0,0,0,0,0
"Or2y1",0,0,0,0,0,0,0,0,0
"Or8b42",0,0,0,0,0,0,0,0,0
"Or5h23",0,0,0,0,0,0,0,0,0
"Or5ac16",0,0,0,0,0,0,0,0,0
"Or4k1",0,0,0,0,0,0,0,0,0
"Or5p61",0,0,0,0,0,0,0,0,0
"Or5p63",0,0,0,0,0,0,0,0,0
"Or8g32",0,0,0,0,0,0,0,0,0
"Or2h1b",0,0,0,0,0,0,0,0,0
"Or6b13",0,0,0,0,0,0,0,0,0
"Or12j4",0,0,0,0,0,0,0,0,0
"Or4p20",0,0,0,0,0,0,0,0,0
"Or2ak4",0,0,0,0,0,0,0,0,0
"Or5af1",0,0,0,0,0,0,0,0,0
"Or2b2",0,0,0,0,0,0,0,0,0
"Or6c6c",0,0,0,0,0,0,0,0,0
"Or6c5c",0,0,0,0,0,0,0,0,0
"Or7g12",0,0,0,0,0,0,0,0,0
"Or7g19",0,0,0,0,0,0,0,0,0
"Or5be3",0,0,0,0,0,0,0,0,0
"Or8g4",0,0,0,0,0,0,0,0,0
"Or10d4",0,0,0,0,0,0,0,0,0
"Or14a258",0,0,0,0,0,0,0,0,0
"Or14j8",0,0,0,0,0,0,0,0,0
"Or10al3",0,0,0,0,0,0,0,0,0
"Or14j9",0,0,0,0,0,0,0,0,0
"Or9q1",0,0,0,0,0,0,0,0,0
"Or10w1",0,0,0,0,0,0,0,0,0
"Or5w14",0,0,0,0,0,0,0,0,0
"Or5w19",0,0,0,0,0,0,0,0,0
"Or5d14",0,0,0,0,0,0,0,0,0
"Or10ag59",0,0,0,0,0,0,0,0,0
"Or11h23",0,0,0,0,0,0,0,0,0
"Or5an1b",0,0,0,0,0,0,0,0,0
"Or5b109",0,0,0,0,0,0,0,0,0
"Or5b111",0,0,0,0,0,0,0,0,0
"Or5b118",0,0,0,0,0,0,0,0,0
"Or52ab2",0,0,0,0,0,0,0,0,0
"Or10a49",0,0,0,0,0,0,0,0,0
"Or52s1b",0,0,0,0,0,0,0,0,0
"Or52e8b",0,0,0,0,0,0,0,0,0
"Or6c66b",0,0,0,0,0,0,0,0,0
"Or9i1b",0,0,0,0,0,0,0,0,0
"Or1d2",0,0,0,0,0,0,0,0,0
"Or5m11b",0,0,0,0,0,0,0,0,1
"Or4d10",0,0,0,0,0,0,0,0,0
"Or52s6",0,0,0,0,0,0,0,0,0
"Or2aj4",0,0,0,0,0,0,0,0,0
"Or10ak9",0,0,0,0,0,0,0,0,0
"Or52l1",0,0,0,0,0,0,0,0,0
"Or56b1b",0,0,0,0,0,0,0,0,0
"Or8g52",0,0,0,0,0,0,0,0,0
"Or5ak20",0,0,0,0,0,0,0,0,0
"Or4p21",0,0,0,0,0,0,0,0,0
"Or51f1",0,0,0,0,0,0,0,0,0
"Or2d3b",0,0,0,0,0,0,0,0,0
"Or4c117",0,0,0,0,0,0,0,0,0
"Or5k16",0,0,0,0,0,0,0,0,0
"Or2ag17",0,0,0,0,0,0,0,0,0
"Or1p1c",0,0,0,0,0,0,0,0,0
"Or8b52",0,0,0,0,0,0,0,0,0
"Or1e36-ps1",0,0,0,0,0,0,0,0,0
"Or51v8",0,0,0,0,0,0,0,0,0
"Or13g1",0,0,0,0,0,0,0,0,0
"Or2t43",0,0,0,0,0,0,0,0,0
"Or4k50",0,0,0,0,0,0,0,0,0
"Or13a24",0,0,0,0,0,0,0,0,0
"Or4p7",0,0,0,0,0,0,0,0,0
"Or4c3",0,0,0,0,0,0,0,0,0
"Or2f2",0,0,0,0,0,0,0,0,0
"Or10ak8",0,0,0,0,0,0,0,0,0
"Or5p78",0,0,0,0,0,0,0,0,0
"Or5m9",0,0,0,0,0,0,0,0,0
"Or12d2",0,0,0,0,0,0,0,0,0
"Or2i1",0,0,0,0,0,0,0,0,0
"Or12e13",0,0,0,0,0,0,0,0,0
"Or14c46",0,0,0,0,0,0,0,0,0
"Or10b1",0,0,0,0,0,0,0,0,0
"Or8b49",0,0,0,0,0,0,0,0,0
"Or10v9",0,0,0,0,0,0,0,0,0
"Or6b2b",0,0,0,0,0,0,0,0,0
"Or5b116",0,0,0,0,0,0,0,0,0
"Or6c5",0,0,0,0,0,0,0,0,0
"Or11g25",0,0,0,0,0,0,0,0,0
"Or8k37",0,0,0,0,0,0,0,0,0
"Or1e31",0,0,0,0,0,0,0,0,0
"Or10x1",0,0,0,0,0,0,0,0,0
"Or4c107",0,0,0,0,0,0,0,0,0
"Or8g35",0,0,0,0,0,0,0,0,0
"Or5m9b",0,0,0,0,0,0,0,0,0
"Or52e3",0,0,0,0,0,0,0,0,0
"Or51a24",0,0,0,0,0,0,0,0,0
"Or51a7",0,0,0,0,0,0,0,0,0
"Or7g27",0,0,0,0,0,0,0,0,0
"Or6c76b",0,0,0,0,0,0,0,0,0
"Or9g10",0,0,0,0,0,0,0,0,0
"Or4f60",0,0,0,0,0,0,0,0,0
"Or4f57",0,0,0,0,0,0,0,0,0
"Or10ak14",0,0,0,0,0,0,0,0,0
"Or2t46",0,0,0,0,0,0,0,0,0
"Or2g25",0,0,0,0,0,0,0,0,0
"Or11h4b",0,0,0,0,0,0,0,0,0
"Or10ak11",0,0,0,0,0,0,0,0,0
"Or10u3",0,0,0,0,0,0,0,0,0
"Or10k2",0,0,0,0,0,0,0,0,0
"Or10g1b",0,0,0,0,0,0,0,0,0
"Or8d23",0,0,0,0,0,0,0,0,0
"Or2a5",0,0,0,0,0,0,0,0,0
"Or4f58",0,0,0,0,0,0,0,0,0
"Or13l2",0,0,0,0,0,0,0,0,0
"Or2o1",0,0,0,0,0,0,0,0,0
"Or9s27",0,0,0,0,0,0,0,0,0
"Or4k5",0,0,0,0,0,0,0,0,0
"Or10d4b",0,0,0,0,0,0,0,0,0
"Or8s8",0,0,0,0,0,0,0,0,0
"Or8s5",0,0,0,0,0,0,0,0,0
"Or7g28",0,0,0,0,0,0,0,0,0
"Or1f12",0,0,0,0,0,0,0,1,0
"Or6c68",0,0,0,0,0,0,0,0,0
"Or6c211",0,0,0,0,0,0,0,0,0
"Or10g6",0,0,0,0,0,0,0,0,0
"Or14j3",0,0,0,0,0,0,0,0,0
"Or10al6",0,0,0,0,0,0,0,0,0
"Or14j2",0,0,0,0,0,0,0,0,0
"Or14j1",0,0,0,0,0,0,0,0,0
"Or5b122",0,0,0,0,0,0,0,0,0
"Or1aa2",0,0,0,0,0,0,0,0,0
"Or5w18",0,0,0,0,0,0,0,0,0
"Or5d39",0,0,0,0,0,0,0,0,0
"Or2a12",0,0,0,0,0,0,0,0,0
"Or2a52",0,0,0,0,0,0,0,0,0
"Or10ag53",0,0,0,0,0,0,0,0,0
"Or11h7",0,0,0,0,0,0,0,0,0
"Or11h6",0,0,0,0,0,0,0,0,0
"Or9k7",0,0,0,0,0,0,0,0,0
"Or5b119",0,0,0,0,0,0,0,0,0
"Or5b107",0,0,0,0,0,0,0,0,0
"Or5b24",0,0,0,0,0,0,0,0,0
"Or13p8",0,0,0,0,0,0,0,0,0
"Or6k2",0,0,0,0,0,0,0,0,0
"Or10a3",0,0,0,0,0,0,0,0,0
"Or5p73",0,0,0,0,0,0,0,0,0
"Or7c70",0,0,0,0,0,0,0,0,0
"Or10ak13",0,0,0,0,0,0,0,0,0
"Or5p68",0,0,0,0,0,0,0,0,0
"Or5p81",0,0,0,0,0,0,0,0,0
"Or56b1",0,0,0,0,0,0,0,0,0
"Or8b8",0,0,0,0,0,0,0,0,0
"Or52s19",0,0,0,0,0,0,0,0,0
"Or4k15c",0,0,0,0,0,0,0,0,0
"Or4k15b",0,0,0,0,0,0,0,0,0
"Or6c8",0,0,0,0,0,0,0,0,0
"Or4k15",0,0,0,0,0,0,0,0,0
"Or12e10",0,0,0,0,0,0,0,0,0
"Or5h18",0,0,0,0,0,0,0,0,0
"Or5h19",0,0,0,0,0,0,0,0,0
"Or4c124",0,0,0,0,0,0,0,0,0
"Or6c76",0,0,0,0,0,0,0,0,0
"Or52m1",0,0,0,0,0,0,0,0,0
"Or8g26",0,0,0,0,0,0,0,0,0
"Or10al7",0,0,0,0,0,0,0,0,0
"Or5v1",0,0,0,0,0,0,0,0,0
"Or51a10",0,0,0,0,0,0,0,0,0
"Or10d3",0,0,0,0,0,0,0,0,0
"Or8g34",0,0,0,0,0,0,0,0,0
"Or2n1c",0,0,0,0,0,0,0,0,0
"Or4x13",0,0,0,0,0,0,0,0,0
"Or10ak16",0,0,0,0,0,0,0,0,0
"Or8c15",0,0,0,0,0,0,0,0,0
"Or2v2",0,0,0,0,0,0,0,0,0
"Or1ab2",0,0,0,0,0,0,0,0,0
"Or7d10",0,0,0,0,0,0,0,0,0
"Or4c12",0,0,0,0,0,0,0,0,0
"Or4x6",0,0,0,0,0,0,0,0,0
"Or4x11",0,0,0,0,0,0,0,0,0
"Or10q12",0,0,0,0,0,0,0,0,0
"Or10q1b",0,0,0,0,0,0,0,0,0
"Or1e1f",0,0,0,0,0,0,0,0,0
"Or1e30",0,0,0,0,0,0,0,0,0
"Or12e9",0,0,0,0,0,0,0,0,0
"Or5w10",0,0,0,0,0,0,0,0,0
"Or10ag2",0,0,0,0,0,0,0,0,0
"Or5w1b",0,0,0,0,0,0,0,0,0
"Or2ag2",0,0,0,0,0,0,0,0,0
"Or51k2",0,0,0,0,0,0,0,0,0
"Or52w1",0,0,0,0,0,0,0,0,0
"Or2at1",0,0,0,0,0,0,0,0,0
"Or2l13b",0,0,0,0,0,0,0,0,0
"Or52e4",0,0,0,0,0,0,0,0,0
"Or51f23",0,0,0,0,0,0,0,0,0
"Or51t4",0,0,0,0,0,0,0,0,0
"Or51d1",0,0,0,0,0,0,0,0,0
"Or4f59",0,0,0,0,0,0,0,0,0
"Or4k6",0,0,0,0,0,0,0,0,0
"Or5p70",0,0,0,0,0,0,0,0,0
"Or5t9",0,0,0,0,0,0,0,0,0
"Or5t5",0,0,0,0,0,0,0,0,0
"Or10d5j",0,0,0,0,0,0,0,0,0
"Or12k8",0,0,0,0,0,0,0,0,0
"Or2a20",0,0,0,0,0,0,0,0,0
"Or5b98",0,0,0,0,0,0,0,0,0
"Or10ab5",0,0,0,0,0,0,0,0,0
"Or4a80",0,0,0,0,0,0,0,0,0
"Or5c1",0,0,0,0,0,0,0,0,0
"Or8b3b",0,0,0,0,0,0,0,0,0
"Or11l3",0,0,0,0,0,0,0,0,0
"Or14j6",0,0,0,0,0,0,0,0,0
"Or6c88",0,0,0,0,0,0,0,0,0
"Or52u1",0,0,0,0,0,0,0,0,0
"Or52s1",0,0,0,0,0,0,0,0,0
"Or4g17",0,0,0,0,0,0,0,0,0
"Or9a7",0,0,0,0,0,0,0,0,0
"Or9a4",0,0,0,0,0,0,0,0,0
"Or6z6",0,0,0,0,0,0,0,0,0
"Or5bw2",0,0,0,0,0,0,0,0,0
"Or5bh3",0,0,0,0,0,0,0,0,0
"Or8k24",0,0,0,0,0,0,0,0,0
"Or2t6",0,0,0,0,0,0,0,0,0
"Or4g16",0,0,0,0,0,0,0,0,0
"Or4f54",0,0,0,0,0,0,0,0,0
"Or4f53",0,0,0,0,0,0,0,0,0
"Or4k35",0,0,0,0,0,0,0,0,0
"Or5h22",0,0,0,0,0,0,0,0,0
"Or13ae2",0,0,0,0,0,0,0,0,0
"Or10ak7",0,0,0,0,0,0,0,0,0
"Or4g7",0,0,0,0,0,0,0,0,0
"Or4f56",0,0,0,0,0,0,0,0,0
"Or4f7",0,0,0,0,0,0,0,0,0
"Or4k45",0,0,0,0,0,0,0,0,0
"Or4f4b",0,0,0,0,0,0,0,0,0
"Or8k41",0,0,0,0,0,0,0,0,0
"Or8k30",0,0,0,0,0,0,0,0,0
"Or8k32",0,0,0,0,0,0,0,0,0
"Or8k27",0,0,0,0,0,0,0,0,0
"Or8k33",0,0,0,0,0,0,0,0,0
"Or10v1",0,0,0,0,0,0,0,0,0
"Or4d2b",0,0,0,0,0,0,0,0,0
"Or4d1",0,0,0,0,0,0,0,0,0
"Or4d2",0,0,0,0,0,0,0,0,0
"Or5an9",0,0,0,0,0,0,0,0,0
"Or5ae2",0,0,0,0,0,0,0,0,0
"Or5ae1",0,0,0,0,0,0,0,0,0
"Or8b9",0,0,0,0,0,0,0,0,0
"Or8b35",0,0,0,0,0,0,0,0,0
"Or8b36",0,0,0,0,0,0,0,0,0
"Or8b39",0,0,0,0,0,0,0,0,0
"Or8b101",0,0,0,0,0,0,0,0,0
"Or5p51",0,0,0,0,0,0,0,0,0
"Or5p50",0,0,0,0,0,0,0,0,0
"Or5au1",0,0,0,0,0,0,0,0,0
"Or2aa1",0,0,0,0,0,0,0,0,0
"Or11g26",0,0,0,0,0,0,0,0,0
"Or10g1",0,0,0,0,0,0,0,0,0
"Or10g3",0,0,0,0,0,0,0,0,0
"Or5ak24",0,0,0,0,0,0,0,0,0
"Or5ak25",0,0,0,0,0,0,0,0,0
"Or5ak23",0,0,0,0,0,0,0,0,0
"Or5g29",0,0,0,0,0,0,0,0,0
"Or5g27",0,0,0,0,0,0,0,0,0
"Or8g24",0,0,0,0,0,0,0,0,0
"Or8g23",0,0,0,0,0,0,0,0,0
"Or8g51",0,0,0,0,0,0,0,0,0
"Or8d1b",0,0,0,0,0,0,0,0,0
"Or10d1c",0,0,0,0,0,0,0,0,0
"Or1e23",0,0,0,0,0,0,0,0,0
"Or2r11",0,0,0,0,0,0,0,0,0
"Or2q1",0,0,0,0,0,0,0,0,0
"Or6d15",0,0,0,0,0,0,0,0,0
"Or4f15",0,0,0,0,0,0,0,0,0
"Or4f47",0,0,0,0,0,0,0,0,0
"Or4f6",0,0,0,0,0,0,0,0,0
"Or4f61",0,0,0,0,0,0,0,0,0
"Or2m12",0,0,0,0,0,0,0,0,0
"Or2ag1b",0,0,0,0,0,0,0,0,0
"Or2ag12",0,0,0,0,0,0,0,0,0
"Or4c1",0,0,0,0,0,0,0,0,0
"Or4a69",0,0,0,0,0,0,0,0,0
"Or2h2c",0,0,0,0,0,0,0,0,0
"Or8s10",0,0,0,0,0,0,0,0,0
"Or4c104",0,0,0,0,0,0,0,0,0
"Or4c110",0,0,0,0,0,0,0,0,0
"Or4c29",0,0,0,0,0,0,0,0,0
"Or4c105",0,0,0,0,0,0,0,0,0
"Or4c106",0,0,0,0,0,0,0,0,0
"Or4a66",0,0,0,0,0,0,0,0,0
"Or1o11",0,0,0,0,0,0,0,0,0
"Or2m13",0,0,0,0,0,0,0,0,0
"Or2y16",0,0,0,0,0,0,0,0,0
"Or2y1e",0,0,0,0,0,0,0,0,0
"Or2y11",0,0,0,0,0,0,0,0,0
"Or2y1f",0,0,0,0,0,0,0,0,0
"Or2y1g",0,0,0,0,0,0,0,0,0
"Or2y14",0,0,0,0,0,0,0,0,0
"Or2y15",0,0,0,0,0,0,0,0,0
"Or4c126",0,0,0,0,0,0,0,0,0
"Or4a81",0,0,0,0,0,0,0,0,0
"Or2h2",0,0,0,0,0,0,0,0,0
"Or2h1",0,0,0,0,0,0,0,0,0
"Or8c13",0,0,0,0,0,0,0,0,0
"Or8b41",0,0,0,0,0,0,0,0,0
"Or8b40",0,0,0,0,0,0,0,0,0
"Olfr197",0,0,0,0,0,0,0,0,0
"Or5h17",0,0,0,0,0,0,0,0,0
"Or5ac21",0,0,0,0,0,0,0,0,0
"Or2g7",0,0,0,0,0,0,0,0,0
"Or2j3",0,0,0,0,0,0,0,0,0
"Or11i1",0,0,0,0,0,0,0,0,0
"Or9s15",0,0,0,0,0,0,0,0,0
"Or9s14",0,0,0,0,0,0,0,0,0
"Or4l15",0,0,0,0,0,0,0,0,0
"Or4k2",0,0,0,0,0,0,0,0,0
"Or4n5",0,0,0,0,0,0,0,0,0
"Or5p54",0,0,0,0,0,0,0,0,0
"Or5p62",0,0,0,0,0,0,0,0,0
"Or5p67",0,0,0,0,0,0,0,0,0
"Or5p66",0,0,0,0,0,0,0,0,0
"Or5p60",0,0,0,0,0,0,0,0,0
"Or2ak6",0,0,0,0,0,0,0,0,0
"Or2ak5",0,0,0,0,0,0,0,0,0
"Or2t47",0,0,0,0,0,0,0,0,0
"Or10d4c",0,0,0,0,0,0,0,0,0
"Or10n1",0,0,0,0,0,0,0,0,0
"Or8g28",0,0,0,0,0,0,0,0,0
"Or8g27",0,0,0,0,0,0,0,0,0
